,jobUrl,jobDescription,desc
234,https://www.reed.co.uk/jobs/technical-advisor-technical-support-manager/52387701,"We are recruiting for a Technical Advisor / Technical Support Manager to join a well-established and globally recognised, window and door specialist located in North-West London. The successful individual with be collaborating closely with distribution partners and account managers in the domestic and commercial markets. overseeing the daily operations of the Technical Department and maintaining a thorough record of all orders and processing. Te... ",
235,https://www.reed.co.uk/jobs/legal-secretary-conveyancing/52242908,"Legal Secretary (Conveyancing) North West London 35,000- 38,000 Our client is a prestigious Law Firm based in North West London dealing with high profile clients. We are recruiting for an experienced Legal Conveyancing Secretary to support one of the Senior Partners to ensure the smooth running of the day to day work schedule. This role offers a good salary package and other benefits. Duties will include; * Working for Senior Partner in all aspe... ",
236,https://www.reed.co.uk/jobs/early-years-advisor/52342433,"This role has a starting salary of 34,356 per annum based on a 36 hour working week. We are excited to be hiring four new Early Years Advisors to join our fantastic Early Years Educational Effectiveness Team. The team is based in Fairmount House, Leatherhead and the role will entail hybrid working which includes supporting early years providers across the county, working remotely and working from any of the Council's offices. Rewards and Benefit... ",
237,https://www.reed.co.uk/jobs/care-support-worker-teaching-assistant/52371438,"END Care Support Assistants - Havering Borough, East London SEND Schools in Havering Borough, East London Are you a dedicated and passionate individual seeking a fulfilling, long-term role in a Special Educational Needs and Disabilities (SEND) school setting? We are currently recruiting experienced SEND Care Support Workers/Teaching Assistants to join our team, catering to children and young people aged 5-19 with diverse SEND needs, including Pr... ",
238,https://www.reed.co.uk/jobs/pa-property-administrator/52362913,"PA/Property Administrator 30,000- 40,000 NW8 A prestigious property consultancy located in NW8 are recruiting a PA / Property Administrator to support their dynamic Director as well as a team of agents in property administration. This is a fully office based role, Monday-Friday 9am-6pm. Working as part of a successful, professional and friendly team, this role will be ideal for a PA /Property Administrator who enjoys working in a busy and dynami... ",
239,https://www.reed.co.uk/jobs/property-administrator/52245259,"Property Administrator 28,000- 30,000 North West London Our client is a busy, well established property company in North West London, dealing with all aspects of lettings, management and development, all in house. We are currently recruiting for a property administrator to support the senior management team. This position is a 12 month contract, covering maternity leave. Working hours are Monday - Friday 8.30am - 5.30pm. This position would suit... ",
240,https://www.reed.co.uk/jobs/send-learning-support-assistant-lambeth/52367472,"SEND Learning Support Assistant - Lambeth Primary/Secondary - SEND Based in Lambeth and surrounding area Full-Time Empowering Learning are currently looking for a Learning Support Assistant to work within a school based in Lambeth and surrounding areas. We are looking for an outstanding and experienced Learning Support Assistants, who are dedicated to supporting children with various special needs. Our school supports children with various learn... ",
241,https://www.reed.co.uk/jobs/business-support-analyst-financial-services/52316404,"KEY: Data Sheets, Invoices, Month End,financial management, investment analysis, and strategic planning.Experience working with project governance &amp; reporting tools like CMT/Jira and Jira Align/Power BI Business Support Manager/ Finance Analyst 6 Months Rate 500 Umbrella London Working within the Markets Platform Business Management team, which following a recent restructure is now aligned to three core pillars: Governance, Risk &amp; Report... ",
242,https://www.reed.co.uk/jobs/receptionist-office-administrator/52352799,"Receptionist/Office Administrator E5 28,000- 32,000 Our client is a property management company based in E5, looking for a Receptionist / Administrator to join their team. This position is a front of house reception role which will also include providing administrative support to the property management team. Working hours are Monday-Thursday 9am-5.30pm and 9am-3pm on Friday's. Duties will include; *Front of house reception duties *Handling and ... ",
243,https://www.reed.co.uk/jobs/early-years-inclusion-development-advisor/52251883,"This role has a starting salary of 38, 746 per annum, based on a 36-hour working week. We are excited to be hiring four new Inclusion Development Advisors to join our fantastic Early Years SEND Team. The team is based in Leatherhead with each advisor providing targeted training and professional development opportunities to early years settings within one of the four quadrants in Surrey, as well as delivering training workshops countywide. The ro... ",
244,https://www.reed.co.uk/jobs/adults-social-care-assistant/52331326,"The starting salary for this role is 27,897 per annum, working 36 hours per week. We are excited to be hiring two new Social Care Assistants to join our fantastic Learning Disability and Autism team. The team is based in Leatherhead however, you will only be expected to be in the office twice a week following your induction. Rewards and Benefits 26 days' holiday (prorated for part time staff), rising to 28 days after 2 years' service and 30 days... ",
245,https://www.reed.co.uk/jobs/depot-manager/52369033,"Howdens is a manager-driven business, which means as a Depot Manager you’ll have a significant level of autonomy in your decision-making and how you drive your depot and team to success, which is what makes us so unique. Your responsibilities will range from managing your own P&amp;L to recruiting, leading, and motivating your team in order to achieve and exceed your sales targets, by building strong working relationships with the local trade.&n... ",
246,https://www.reed.co.uk/jobs/senior-associate-investments-product-team/52228021,"Exciting Opportunity: Global Investment Product Team Seeks Product Manager Join a dynamic Global Product Team as a Product Manager, contributing to the full product lifecycle of a diverse investment product range across global markets. Reporting to senior leadership, you'll collaborate with various teams to drive strategic development and ensure regulatory compliance. Responsibilities: Develop and enhance the investment product range, recommendi... ",
247,https://www.reed.co.uk/jobs/senior-occupational-therapist/52339172,"This role has a starting salary of 44,614 per annum, based on a 36-hour working week. This is a full-time position, but we are happy to consider part-time applications also. We are excited to be hiring a new Senior Occupational Therapist to join our fantastic Epsom &amp; Ewell Locality Team. The team is based in Fairmount House, Leatherhead with the potential to return to the Epsom area in the future. We positively encourage staff to progress in... ",
248,https://www.reed.co.uk/jobs/office-coordinator/52278738,"Office Coordinator Hampstead 30,000 - 36,000 Our client is an established and reputable estate agency based in beautiful offices in the leafy area of Hampstead. We are recruiting an office coordinator to provide administrative support to the sales and lettings teams. Duties will include; * Liaising with clients, tenants and landlords on a regular basis * Diary management, arranging viewings and boardroom meetings * Marketing administration, adve... ",
249,https://www.reed.co.uk/jobs/executive-assistant-office-manager/52379566,"Executive Assistant / Office Manager Marylebone Our client is a boutique property investment group based in Marylebone who are recruiting for an Executive Assistant/Office Manager to support their entrepreneurial and dynamic Director. The successful candidate will become the lynchpin of a small and fast paced office where they can build and long a successful career. This is a fully office based role, Monday-Friday. Excellent holidays on offer al... ",
250,https://www.reed.co.uk/jobs/care-support-workers-and-teaching-assistants/52355371,"Care Support Workers and Teaching Assistants - SEND Schools - Camden, North West London Based in Camden, Northwest London Full-time and part-time roles available We are currently looking for an experienced SEND Care Support Worker/Teaching Assistant who is a dedicated and passionate individual looking for a long-term role in SEND school setting. Our school caters for children and young people from 5-19 years old with varied SEND needs such as Pr... ",
251,https://www.reed.co.uk/jobs/send-semh-learning-support-assistant/52298880,"SEND/SEMH Learning support Assistant Are you looking for an exciting challenge as a SEND/SEMH LSA? Do you want the opportunity to develop professionally in your career? Empowering Learning Ltd are looking to appoint enthusiastic and dynamic learning support assistants to work in our fantastic SEMH Schools in Barking, and the surrounding boroughs. Our SEMH Schools caters for students with SEMH, ASC, ADHD, and additional learning difficulties. We ... ",
252,https://www.reed.co.uk/jobs/operating-theatre-sales-support-specialist/52387058,"The Company: NATIONWIDE - FULLY REMOTE Operating Theatre Sales Support Specialist Award winning designer and manufacturer of world-leading technology solutions for operating theatres, critical care areas and healthcare practices. Innovative, cutting edge products. A well-established company who are seeing consistent growth. Fantastic career opportunity. The Role: Operating Theatre Sales Support Specialist The Operating Theatre Sales Support Spec... ",
253,https://www.reed.co.uk/jobs/assistant-depot-manager/52350816,"As an Assistant Depot Manager, you will support your Depot Manager with the day-to-day running of the depot, and you will always identify and suggest new opportunities to grow sales. The support you offer your Depot Manager can range from reviewing the P&amp;L to recruiting, leading by example, and motivating the team in order to achieve and exceed sales targets by building strong working relationships with the local trade.&nbsp; The pace is fas... ",
254,https://www.reed.co.uk/jobs/senior-social-workers-mid-surrey/52288066,"This role has a starting salary of 44,614 - 47,681 per annum, based on a 36 hour working week. We are excited to be hiring new Senior Social Workers to join our fantastic Mid Surrey team. The teams are based in Epsom, Esher and Dorking. At Surrey, we are proud to be leading the way in implementing new ways of working in personalisation and a recovery-focused strength-based approach. Our goal is for our service-users to be able to be more in cont... ",
255,https://www.reed.co.uk/jobs/office-manager/52237980,"Office manager 40,000 - 45,000 North West London An exciting opportunity has become available for an experienced Office Manager to join a leading estate agency located in the heart of Hampstead, NW3. This role will ensure the smooth running of the offices as well as providing support to the Sales Director and a dynamic team. This position would suit an Office Manager with 3-4 years experience in a similar role within the property/estate agency i... ",
256,https://www.reed.co.uk/jobs/care-support-workers-and-teaching-assistants/52195559,"Care Support Workers and Teaching Assistants - SEND Schools - Camden, North West London Based in Camden, Northwest London Full-time and part-time roles available We are currently looking for an experienced SEND Care Support Worker/Teaching Assistant who is a dedicated and passionate individual looking for a long-term role in SEND school setting. Our school caters for children and young people from 5-19 years old with varied SEND needs such as Pr... ",
257,https://www.reed.co.uk/jobs/systems-support-analyst-open-gi/52378625,"A well-established insurance group who use Open GI as their system/quoting software and now seek a Systems Support Analyst to join their system development team, where the focus is to maintain, design, develop and text software to enhance functionality of business applications. As such they are currently only looking at speaking to those who have experience working on the development of the Open GI Insurance software.&nbsp; You will be working o... ",
258,https://www.reed.co.uk/jobs/telesales-business-developer/52352209,"As a Telesales Business Developer, you will be vital in building strong relationships with new and existing trade customers. With your friendly and engaging approach, you will contact trade customers on a daily basis via telephone and email, identifying upselling opportunities and delivering exceptional customer service. You will also provide valuable administrative support to the depot, collaborating closely with Kitchen Sales Designers and Ter... ",
259,https://www.reed.co.uk/jobs/care-support-workers-and-teaching-assistants/52323240,"Care Support Workers and Teaching Assistants - SEND Schools - Brent, North West London Based in Brent, Northwest London Full-time and part-time roles available We are currently looking for an experienced SEND Care Support Worker/Teaching Assistant who is a dedicated and passionate individual looking for a long-term role in SEND school setting. Our school caters for children and young people from 5-19 years old with varied SEND needs such as Prof... ",
260,https://www.reed.co.uk/jobs/occupational-therapist-mid-surrey/52289813,"This role has a starting salary of 39,355 per annum, based on a 36 hour working week (pro-rated for part time hours). We are excited to be hiring Qualified Occupational Therapists to join our fantastic Mid Surrey team. The team is based in Leatherhead and are an evolving, friendly and dynamic team. Rewards and Benefits 26 days' holiday (prorated for part time staff), rising to 28 days after 2 years' service and 30 days after 5 years' service Opt... ",
261,https://www.reed.co.uk/jobs/customer-service-and-business-support-officer/52228048,"Job title - Customer Service and Business Support Officer - Complaints Location - London E17 Contract - Temp Ongoing Hours - Full Time The Role Summary Our client is seeking a three temporary Customer Service and Business Support Officer to support a backlog project in the Complaints Team. The successful candidate will be responsible for providing a high standard of service to all customers that is courteous, approachable, and helpful. This will... ",
262,https://www.reed.co.uk/jobs/library-assistant/52389905,"This role has a starting salary of 22,475 per annum, based on a 36 hour working week. We are looking for an enthusiastic and self-motivated Library Assistant to join our dedicated team. You will be based at Walton and Esher Libraries, but will sometimes be required to work at Hersham Library. Libraries are spaces for social interaction, learning and cultural experiences. They act as an economic enabler providing support for local communities and... ",
263,https://www.reed.co.uk/jobs/housekeeper/52385752,"The starting salary for this position is 20,733 per annum based on a 36-hour working week. This position is permanent and working hours can be discussed at your interview. It's an exciting time to join Surrey as a Residential Housekeeper for one of our new purpose-built Children's residential homes in either Epsom or Walton on Thames. Our homes are nestled within vibrant communities, well-connected by convenient transportation links and convenie... ",
264,https://www.reed.co.uk/jobs/bank-activity-worker/52252432,"This role has an hourly rate of 14.86 and is subject to an additional enhancement in lieu of annual leave/sickness. You will be required to work flexibly as part of the team, with one day a week guaranteed. We are seeking an Activity Worker to work at the Hope Service. You will work with young people with complex mental health, behavioural and social care needs. You will in both Epsom and Guildford sites. Rewards and Benefits Annual leave allowa... ",
265,https://www.reed.co.uk/jobs/telesales-business-developer/52350811,"As a Telesales Business Developer, you will be vital in building strong relationships with new and existing trade customers. With your friendly and engaging approach, you will contact trade customers on a daily basis via telephone and email, identifying upselling opportunities and delivering exceptional customer service. You will also provide valuable administrative support to the depot, collaborating closely with Kitchen Sales Designers and Ter... ",
266,https://www.reed.co.uk/jobs/technical-product-manager/52320019,"Ideas | People | Trust We’re BDO. An accountancy and business advisory firm, providing the advice and solutions entrepreneurial organisations need to navigate today’s changing world. We work with the companies that are Britain’s economic engine - ambitious, entrepreneurially-spirited and high-growth businesses that fuel the economy - and directly advise the owners and management teams that lead them. We’ll broaden your horizons To ensure our ser... ",
267,https://www.reed.co.uk/jobs/senior-practitioner-family-support-protection/52101257,"Senior Practitioner - Family Support &amp; Protection Harlow Permanent, Full Time Salary: 43,477 to 52,302 per annum The Role: As a Senior Practitioner at FS&amp;P, you'll be at the heart of our efforts to help children, young people, and families thrive. You'll manage a caseload filled with complex cases, providing expert guidance and supervision to your colleagues. In the absence of the Team Manager, you'll step up to lead the team and oversee... ",
268,https://www.reed.co.uk/jobs/2nd-line-it-support-engineer/52217907,"Salary range is 25k-30k. Current team is 7 people. The main thing they are looking for is a passion for IT, and great customer service Location of Office: West Midlands We are looking for a Level 2 IT Support Technician to join our Service team. As a Level 2 IT Support Technician, you will play a crucial role in providing technical support to our clients and ensuring the smooth operation of their IT systems. In this role, you will diagnose and r... ",
269,https://www.reed.co.uk/jobs/adults-administration-assistant/52329507,"This role has a starting salary of 12,488.50 based on an 18-hour per week (pro-rata to full time salary of 24,977 per annum). This is a 12-month fixed term contract/ secondment opportunity. We are seeking a part-time Administration Assistant to join our friendly Continuing Care Team based in Fairmount House, Bull Hill, Leatherhead, KT22 7AH. We are looking for someone for who can provide comprehensive administrative support to our Adult Wellbein... ",
270,https://www.reed.co.uk/jobs/itoc-support-engineer-day-shift/52200855,"Job Title: ITOC Support Engineer (Day Shift) Normal Work Place: East London Salary: to maximum up to 36000 1,300 Shift Allowance travel card up to Zone 6 Work hour: 4 days (12 hr 8:00 - 20:00), 4 days off, 4 days (12 hr 8:00-20:00), 4 days off *includes weekends ITOC Support Engineer (Day Shift) - Job Purpose As a 24x7 shift engineer at IT Operation Centre (ITOC), act as the 1st and 2nd level support and play a crucial role in early recovery of ... ",
271,https://www.reed.co.uk/jobs/kitchen-sales-designer/52357180,"As a Kitchen Sales Designer, you will support our Trade customers, by turning their clients’&nbsp;dream kitchens into a reality.&nbsp; Meeting end users in their homes&nbsp;you will listen to their vision, seek to clearly understand their needs, and offer your expert advice. You will then&nbsp;plan&nbsp;and&nbsp;design&nbsp;inspirational&nbsp;kitchens&nbsp;that exceed&nbsp;their expectations for both design and utility.&nbsp;You will have the co... ",
272,https://www.reed.co.uk/jobs/kitchen-sales-designer/52350931,"As a Kitchen Sales Designer, you will support our Trade customers, by turning their clients’&nbsp;dream kitchens into a reality.&nbsp; Meeting end users in their homes&nbsp;you will listen to their vision, seek to clearly understand their needs, and offer your expert advice. You will then&nbsp;plan&nbsp;and&nbsp;design&nbsp;inspirational&nbsp;kitchens&nbsp;that exceed&nbsp;their expectations for both design and utility.&nbsp;You will have the co... ",
273,https://www.reed.co.uk/jobs/site-reliability-engineer/52256294,"About Happiest Minds Technologies Limited Happiest Minds Technologies Limited (NSE: HAPPSTMNDS), a Mindful IT Company, enables digital transformation for enterprises and technology providers by delivering seamless customer experiences, business efficiency and actionable insights. We do this by leveraging a spectrum of disruptive technologies such as: artificial intelligence, blockchain, cloud, digital process automation, internet of things, robo... ",
274,https://www.reed.co.uk/jobs/business-support-assistant-team-administrator/52347980,"Based in St Albans, Hertfordshire our client who are industry experts are looking for a Business Support Assistant/ Team Administrator to join their growing team on a permanent basis. The role will be based in the office 5 days a week, with some flexibility on working from home but essentially in the office most days. This job would suit an exceptional team assistant/coordinator who excels in their core responsibilities and builds strong team re... ",
275,https://www.reed.co.uk/jobs/library-assistant/52389722,"This role has a starting salary of 13,110 per annum, based on a 21 hour working week (FTE 22,475 per annum). We are looking for an enthusiastic and self-motivated Library Assistant to join our dedicated team. You will be based at Staines Library, you will also be required to work at Shepperton and other libraries for cover. Libraries are spaces for social interaction, learning and cultural experiences, acting as an economic enabler providing sup... ",
276,https://www.reed.co.uk/jobs/operations-manager/52352820,"Our client is an established restructuring service who is a leader within their market. Our client is looking to appoint a forward thinking and ambitious Operations Manager to join their team based in North West London. This is a fantastic position working closely with 2 entrepreneurial Directors who are seeking an individual who is energetic, competent with can-do attitude and proactivity, as well as highly organised, with a flexible and agile ... ",
277,https://www.reed.co.uk/jobs/retail-shift-manager/52377116,"Summary 14.85 up to 15.35 per hour - This isn’t clocking in and clocking out. This is helping us run like clockwork.&nbsp; Internally this role will be called Shift Manager Our Shift Managers keep our stores running like clockwork. From motivating the team and delegating tasks, to rolling up their sleeves and getting stuck in, our Shift Managers help us to maintain our high standards every day. They support our Store Managers and Deputy Store Ma... ",
278,https://www.reed.co.uk/jobs/trade-sales-counter-person/52374480,"As a Trade Sales Counter Person, you will be the face of Howdens, providing potential and existing customers with outstanding service and support. As part of the wider sales team, you will contribute to generating and following up on leads, helping to drive sales growth. you will process sales for customers, ensuring accurate pricing, delivery dates, and stock requirements. Your effective customer account management skills will aim to expand our... ",
279,https://www.reed.co.uk/jobs/1st-2nd-line-desktop-support-analyst/52351972,1st / 2nd Line Desktop Support Analyst - Candidates will have a minimum 2 years (ideally more) 1st / 2nd Line Desktop Support experience with any previous Application Support and Financial / Banking highly beneficial. This is a superb opportunity working within a Major Brokerage House and could provide a stepping stone to move into 3rd Line Support over time as the company have a history of promoting from within. You must have strong Windows 10 ... ,
280,https://www.reed.co.uk/jobs/senior-linux-engineer/52259242,"We are looking for a Senior Linux Engineer to work within our established team of London-based engineers responsible for both server and storage infrastructure. As the Senior Linux Engineer, you will be working in a team who are responsible for the provision, management and optimisation of many technologies that support CMC’s trading platforms and business systems. Key technologies for this role include Red Hat Enterprise Linux running on VMWare... ",
281,https://www.reed.co.uk/jobs/reception-administrator/52321796,"Job Title: Reception Administrator Location: Watford School of Music, The Clarendon Muse, Watford, WD18 7JA Starting Salary: 23,114 progress to 23,500 pa Hours: Monday: 2.50pm - 9.15pm Tuesday: 2.50pm - 9.15pm Wednesday: 2.50pm - 9.15pm Thursday: 2.50pm - 9.15pm Friday: 2.50pm - 8.45pm Saturday: 8.30am to 1.55pm Contract: Permanent - term time only Diversity: We are an inclusive employer and value a diverse workforce Job Duties: An exciting oppo... ",
282,https://www.reed.co.uk/jobs/assistant-depot-manager/52360509,"As an Assistant Depot Manager, you will support your Depot Manager with the day-to-day running of the depot, and you will always identify and suggest new opportunities to grow sales. The support you offer your Depot Manager can range from reviewing the P&amp;L to recruiting, leading by example, and motivating the team in order to achieve and exceed sales targets by building strong working relationships with the local trade.&nbsp; The pace is fas... ",
283,https://www.reed.co.uk/jobs/area-sales-manager/52385182,"Job Description: My client is looking to strengthen is sales team with the key appointment of a Sales Professional to be responsible for generating business within the A&amp;D Community, Interior Designers and Contractors for this leading Architectural Ironmongery company covering London and the surrounding areas. Key Duties Will Include: Develop and maintain relationships with Key Architects in your area. Influence hardware specifications using... ",
284,https://www.reed.co.uk/jobs/telesales-business-developer/52378960,"As a Telesales Business Developer, you will be vital in building strong relationships with new and existing trade customers. With your friendly and engaging approach, you will contact trade customers on a daily basis via telephone and email, identifying upselling opportunities and delivering exceptional customer service. You will also provide valuable administrative support to the depot, collaborating closely with Kitchen Sales Designers and Ter... ",
285,https://www.reed.co.uk/jobs/personal-advisor/52259441,"The starting salary for this full-time, permanent position is 34,356 per annum based on a 36-hour working week. We have an exciting opportunity for a Personal Advisor to join our Children Looked After and Leaving Care Team based at Ashley Park House in Walton-on-Thames. This role is open to hybrid working meaning you aren't required in the office 5 days a week. In support of our people and our greener futures strategies, we'd welcome a conversat... ",
286,https://www.reed.co.uk/jobs/plumbing-supervisor/52315173,"Plumbing Supervisor Region: London DBS Required: No Agreement Type: Permanent Work Pattern: Full Time Contracted Hours: 36 Grade: PO3 SCP Range: 46,053 - 48,063 Hackney Council is looking for an experienced supervisor to help us maintain the properties we look after. We manage over 30,000 properties, your role will be to supervise the team of plumbers that helps keep these homes safe and well maintained for our residents. As a Plumbing Team Supe... ",
287,https://www.reed.co.uk/jobs/telesales-business-developer/52365534,"As a Telesales Business Developer, you will be vital in building strong relationships with new and existing trade customers. With your friendly and engaging approach, you will contact trade customers on a daily basis via telephone and email, identifying upselling opportunities and delivering exceptional customer service. You will also provide valuable administrative support to the depot, collaborating closely with Kitchen Sales Designers and Ter... ",
288,https://www.reed.co.uk/jobs/kitchen-sales-designer/52350844,"As a Kitchen Sales Designer, you will support our Trade customers, by turning their clients’&nbsp;dream kitchens into a reality.&nbsp; Meeting end users in their homes&nbsp;you will listen to their vision, seek to clearly understand their needs, and offer your expert advice. You will then&nbsp;plan&nbsp;and&nbsp;design&nbsp;inspirational&nbsp;kitchens&nbsp;that exceed&nbsp;their expectations for both design and utility.&nbsp;You will have the co... ",
289,https://www.reed.co.uk/jobs/retail-shift-manager/52377118,"Summary 14.85 up to 15.35 per hour - This isn’t clocking in and clocking out. This is helping us run like clockwork.&nbsp; Internally this role will be called Shift Manager Our Shift Managers keep our stores running like clockwork. From motivating the team and delegating tasks, to rolling up their sleeves and getting stuck in, our Shift Managers help us to maintain our high standards every day. They support our Store Managers and Deputy Store Ma... ",
290,https://www.reed.co.uk/jobs/mental-health-peer-support-worker/52361823,"Mental Health Peer Support Worker Location : The post will be based at EACH Hounslow House. Remote working may be necessary and will be required primarily to work offsite in LB of Hounslow. Salary : 26,500 - 27,300 pa (full time equivalent inclusive of outer London weighting). Pro-rata 15,900 - 16,380 per annum (inclusive of OLW). Hours : 22.5 hours per week Duration : The post is till 31st January 2025. Rewards and Benefits of Working for EACH ... ",
291,https://www.reed.co.uk/jobs/kitchen-sales-designer/52350940,"As a Kitchen Sales Designer, you will support our Trade customers, by turning their clients’&nbsp;dream kitchens into a reality.&nbsp; Meeting end users in their homes&nbsp;you will listen to their vision, seek to clearly understand their needs, and offer your expert advice. You will then&nbsp;plan&nbsp;and&nbsp;design&nbsp;inspirational&nbsp;kitchens&nbsp;that exceed&nbsp;their expectations for both design and utility.&nbsp;You will have the co... ",
292,https://www.reed.co.uk/jobs/kitchen-sales-designer/52350907,"As a Kitchen Sales Designer, you will support our Trade customers, by turning their clients’&nbsp;dream kitchens into a reality.&nbsp; Meeting end users in their homes&nbsp;you will listen to their vision, seek to clearly understand their needs, and offer your expert advice. You will then&nbsp;plan&nbsp;and&nbsp;design&nbsp;inspirational&nbsp;kitchens&nbsp;that exceed&nbsp;their expectations for both design and utility.&nbsp;You will have the co... ",
293,https://www.reed.co.uk/jobs/kitchen-sales-designer/52367078,"As a Kitchen Sales Designer, you will support our Trade customers, by turning their clients’&nbsp;dream kitchens into a reality.&nbsp; Meeting end users in their homes&nbsp;you will listen to their vision, seek to clearly understand their needs, and offer your expert advice. You will then&nbsp;plan&nbsp;and&nbsp;design&nbsp;inspirational&nbsp;kitchens&nbsp;that exceed&nbsp;their expectations for both design and utility.&nbsp;You will have the co... ",
294,https://www.reed.co.uk/jobs/executive-assistant-operations-manager/52278016,"Executive Assistant / Operations Manager North West London 55,000- 65,000 Our client is an established restructuring service who is a leader within their market. Our client is looking to appoint a forward thinking and ambitious Executive Assistant/Operations Manager to join their team based in North West London. This is a fantastic position working closely with 2 entrepreneurial Directors who are seeking an individual who is energetic, competent... ",
295,https://www.reed.co.uk/jobs/learning-support-assistants-pupil-referral-unit/52341537,"Job Title: Experienced Support Staff for PRU in Hillingdon Location: Hillingdon, North West London Position Type: Full-time roles and daily cover (minimum 3 days a week) Working Hours: 8:30 am - 4:00 pm Empowering Learning is seeking experienced Support Staff to join our team at Pupil Referral Units (PRU) in Hillingdon, London. This is an excellent opportunity for individuals passionate about making a difference in the lives of young people with... ",
296,https://www.reed.co.uk/jobs/business-support-officer-service-offer/52379882,"Business Support Officer CPAT 15.52 per hour PAYE Monday to Friday 36 hours per week Temporary position, 3 months with the view of extension Children Services / CPAT Office based - Romford Role Purpose: For the first 3 - 4 months you will be required to come into the office and then depending on requirements of service on a rota to attend the office. The key objectives are to : * Contribute to the development of the Business Support Team 'servic... ",
297,https://www.reed.co.uk/jobs/retail-shift-manager-full-time/52399362,"Summary 14.85 up to 15.35 per hour - This isn’t clocking in and clocking out. This is helping us run like clockwork.&nbsp; Internally this role will be called Shift Manager Our Shift Managers keep our stores running like clockwork. From motivating the team and delegating tasks, to rolling up their sleeves and getting stuck in, our Shift Managers help us to maintain our high standards every day. They support our Store Managers and Deputy Store Ma... ",
298,https://www.reed.co.uk/jobs/retail-shift-manager-full-time/52359450,"Summary 14.00 up to 14.50 per hour - This isn’t clocking in and clocking out. This is helping us run like clockwork.&nbsp; Internally this role will be called Shift Manager Our Shift Managers keep our stores running like clockwork. From motivating the team and delegating tasks, to rolling up their sleeves and getting stuck in, our Shift Managers help us to maintain our high standards every day. They support our Store Managers and Deputy Store Ma... ",
299,https://www.reed.co.uk/jobs/retail-shift-manager/52345699,"Summary 14.85 up to 15.35 per hour - This isn’t clocking in and clocking out. This is helping us run like clockwork.&nbsp; Internally this role will be called Shift Manager Our Shift Managers keep our stores running like clockwork. From motivating the team and delegating tasks, to rolling up their sleeves and getting stuck in, our Shift Managers help us to maintain our high standards every day. They support our Store Managers and Deputy Store Ma... ",
300,https://www.reed.co.uk/jobs/kitchen-sales-designer/52350907,"As a Kitchen Sales Designer, you will support our Trade customers, by turning their clients’&nbsp;dream kitchens into a reality.&nbsp; Meeting end users in their homes&nbsp;you will listen to their vision, seek to clearly understand their needs, and offer your expert advice. You will then&nbsp;plan&nbsp;and&nbsp;design&nbsp;inspirational&nbsp;kitchens&nbsp;that exceed&nbsp;their expectations for both design and utility.&nbsp;You will have the co... ",
301,https://www.reed.co.uk/jobs/kitchen-sales-designer/52367078,"As a Kitchen Sales Designer, you will support our Trade customers, by turning their clients’&nbsp;dream kitchens into a reality.&nbsp; Meeting end users in their homes&nbsp;you will listen to their vision, seek to clearly understand their needs, and offer your expert advice. You will then&nbsp;plan&nbsp;and&nbsp;design&nbsp;inspirational&nbsp;kitchens&nbsp;that exceed&nbsp;their expectations for both design and utility.&nbsp;You will have the co... ",
302,https://www.reed.co.uk/jobs/retail-shift-manager/52383569,"Summary 14.85 up to 15.35 per hour - This isn’t clocking in and clocking out. This is helping us run like clockwork.&nbsp; Internally this role will be called Shift Manager Our Shift Managers keep our stores running like clockwork. From motivating the team and delegating tasks, to rolling up their sleeves and getting stuck in, our Shift Managers help us to maintain our high standards every day. They support our Store Managers and Deputy Store Ma... ",
303,https://www.reed.co.uk/jobs/retail-shift-manager/52377118,"Summary 14.85 up to 15.35 per hour - This isn’t clocking in and clocking out. This is helping us run like clockwork.&nbsp; Internally this role will be called Shift Manager Our Shift Managers keep our stores running like clockwork. From motivating the team and delegating tasks, to rolling up their sleeves and getting stuck in, our Shift Managers help us to maintain our high standards every day. They support our Store Managers and Deputy Store Ma... ",
304,https://www.reed.co.uk/jobs/business-support-officer-service-offer/52379882,"Business Support Officer CPAT 15.52 per hour PAYE Monday to Friday 36 hours per week Temporary position, 3 months with the view of extension Children Services / CPAT Office based - Romford Role Purpose: For the first 3 - 4 months you will be required to come into the office and then depending on requirements of service on a rota to attend the office. The key objectives are to : * Contribute to the development of the Business Support Team 'servic... ",
305,https://www.reed.co.uk/jobs/retail-shift-manager-full-time/52399362,"Summary 14.85 up to 15.35 per hour - This isn’t clocking in and clocking out. This is helping us run like clockwork.&nbsp; Internally this role will be called Shift Manager Our Shift Managers keep our stores running like clockwork. From motivating the team and delegating tasks, to rolling up their sleeves and getting stuck in, our Shift Managers help us to maintain our high standards every day. They support our Store Managers and Deputy Store Ma... ",
306,https://www.reed.co.uk/jobs/retail-shift-manager-full-time/52359450,"Summary 14.00 up to 14.50 per hour - This isn’t clocking in and clocking out. This is helping us run like clockwork.&nbsp; Internally this role will be called Shift Manager Our Shift Managers keep our stores running like clockwork. From motivating the team and delegating tasks, to rolling up their sleeves and getting stuck in, our Shift Managers help us to maintain our high standards every day. They support our Store Managers and Deputy Store Ma... ",
